"WID","login_count","level","playcount_sum","playtime_sum","recent_date","mode"
W20269,33,15,29,13945,2023-05-17,4
W20269,33,15,4,1906,2023-05-16,1
W20269,33,15,6,3041,2023-05-17,3
W20269,33,15,21,5606,2023-05-17,5
W20322,18,15,3,3464,2023-05-25,4
W20322,18,15,7,6018,2023-05-28,3
W20332,39,15,7,8449,2023-05-21,4
W20332,39,15,3,1444,2023-05-20,3
W20332,39,15,14,7895,2023-05-21,1
W20382,22,15,7,4478,2023-05-22,4
W20382,22,15,2,276,2023-05-23,5
W20382,22,15,8,8989,2023-05-23,3
W20384,31,15,4,5137,2023-05-23,4
W20384,31,15,6,7057,2023-05-29,3
W20384,31,15,5,1132,2023-05-27,5
W20402,36,15,10,9153,2023-05-25,4
W20402,36,15,1,183,2023-05-25,5
W20402,36,15,6,5115,2023-05-28,3
W20414,9,15,2,3207,2023-05-23,4
W20414,9,15,7,7923,2023-06-22,3
W20435,34,15,6,3455,2023-05-25,4
W20435,34,15,11,11297,2023-05-28,3
W20435,34,15,8,2356,2023-05-28,5
W20479,12,15,18,5369,2023-05-27,5
W20479,12,15,31,18176,2023-05-27,4
W20487,29,15,18,15686,2023-06-30,4
W20500,24,15,9,7006,2023-05-30,3
W20500,24,15,8,6739,2023-05-28,4
W20530,12,15,17,16733,2023-06-01,4
W20530,12,15,2,1607,2023-06-02,3
W20836,41,15,8,7137,2023-06-25,3
W20836,41,15,4,2946,2023-06-22,4
W20836,41,15,39,15742,2023-06-30,5
W20836,41,15,2,2621,2023-06-25,1
W20865,41,15,4,3576,2023-06-26,4
W20865,41,15,15,10137,2023-06-30,2
W20865,41,15,3,2175,2023-06-26,3
W20865,41,15,12,5382,2023-06-30,1
W20898,19,15,7,9042,2023-06-28,4
W20898,19,15,6,4816,2023-06-30,3
W20917,32,15,18,11977,2023-06-29,4
W20917,32,15,3,885,2023-06-29,5
W20917,32,15,2,1750,2023-06-28,3
W20917,32,15,5,2297,2023-06-30,1
W10059,91,16,6,7449,2022-01-03,3
W10059,91,16,4,931,2022-01-03,1
W10059,91,16,3,759,2022-01-07,5
W10204,5,16,20,12191,2022-01-07,3
W10236,16,16,15,10334,2022-01-14,3
W10236,16,16,28,7471,2022-01-14,5
W10248,21,16,5,1086,2022-01-08,5
W10248,21,16,18,12800,2022-01-12,3
W10255,9,16,12,14780,2022-01-09,3
W10255,9,16,39,11003,2022-01-09,5
W10277,67,16,19,5279,2022-01-10,5
W10277,67,16,18,18445,2022-01-10,3
W10338,54,16,4,3814,2022-02-10,4
W10344,45,16,5,1532,2022-01-15,5
W10344,45,16,1,1557,2022-01-09,3
W10344,45,16,2,1967,2022-01-10,1
W10373,11,16,4,871,2022-01-11,5
W10373,11,16,7,8392,2022-01-11,3
W10376,17,16,6,4481,2022-04-02,3
W10453,58,16,7,2618,2022-01-18,3
W10453,58,16,36,22388,2022-01-24,4
W10493,10,16,8,10618,2022-01-19,4
W10598,20,16,2,882,2022-06-25,5
W10598,20,16,1,214,2022-06-24,1
W10598,20,16,6,3098,2022-06-25,3
W10612,16,16,4,2916,2022-09-03,4
W10612,16,16,4,1232,2022-09-06,5
W10612,16,16,7,3916,2022-09-07,3
W10645,20,16,1,89,2022-01-18,4
W10645,20,16,6,3904,2022-01-19,3
W10645,20,16,3,708,2022-11-01,5
W10685,36,16,2,2440,2022-01-29,4
W10685,36,16,10,8531,2022-01-30,3
W10685,36,16,27,8423,2022-02-13,5
W10725,62,16,8,5303,2022-01-21,4
W10725,62,16,16,6135,2022-01-24,3
W10734,20,16,1,1510,2022-01-21,4
W10734,20,16,14,11443,2022-01-22,3
W10803,16,16,1,454,2022-04-13,1
W10804,24,16,1,1541,2022-01-23,4
W10804,24,16,13,10081,2022-01-26,3
W10835,10,16,1,839,2022-01-24,4
W10835,10,16,15,17635,2022-01-25,3
W10842,8,16,5,7565,2022-11-20,4
W10909,39,16,2,2819,2022-02-08,4
W10909,39,16,11,5193,2022-02-12,3
W10959,80,16,5,2187,2022-08-09,4
W10959,80,16,1,1476,2022-08-09,3
W10973,36,16,12,13780,2022-01-31,3
W10983,27,16,6,2969,2022-03-06,3
W10983,27,16,2,1258,2022-02-12,4
W10983,27,16,5,1556,2022-03-21,5
W11006,9,16,11,10273,2022-02-25,4
W11040,26,16,7,5680,2022-04-20,3
W11040,26,16,2,1412,2022-04-20,1
W11040,26,16,1,244,2022-04-21,5
W11114,9,16,5,7470,2022-02-05,4
W11124,18,16,15,12927,2022-09-09,4
W11148,18,16,8,6588,2022-02-11,4
W11148,18,16,2,658,2022-03-11,1
W11148,18,16,2,1849,2022-02-15,3
W11152,26,16,20,11540,2022-02-09,3
W11264,22,16,9,5489,2022-03-09,3
W11264,22,16,6,1694,2022-03-09,5
W11357,20,16,4,5476,2022-02-11,4
W11357,20,16,11,3399,2022-02-13,5
W11368,30,16,6,5474,2022-02-07,3
W11368,30,16,4,4304,2022-02-08,4
W11368,30,16,5,1163,2022-02-08,5
W11464,39,16,1,563,2022-02-26,4
W11464,39,16,8,3201,2022-02-26,5
W11464,39,16,26,17112,2022-02-27,3
W11468,55,16,7,7443,2022-02-10,3
W11468,55,16,7,6740,2022-02-09,4
W11468,55,16,1,277,2022-02-10,5
W11481,21,16,2,1567,2022-02-10,4
W11481,21,16,4,2300,2022-02-14,3
W11481,21,16,1,200,2022-03-19,5
W11488,19,16,3,3175,2022-02-10,4
W11488,19,16,9,2032,2022-04-07,5
W11488,19,16,19,6915,2022-02-11,3
W11608,8,16,4,5136,2022-02-14,4
W11608,8,16,4,914,2022-03-20,5
W11608,8,16,4,5149,2022-03-20,3
W11630,20,16,18,5542,2022-02-23,3
W11630,20,16,4,1711,2022-06-28,5
W11666,13,16,1,0,2022-02-14,4
W11666,13,16,20,18582,2022-02-15,3
W11727,24,16,1,1174,2022-02-16,4
W11727,24,16,14,4519,2022-02-17,5
W11727,24,16,38,17416,2022-02-18,3
W11760,13,16,3,4666,2022-03-17,4
W11760,13,16,3,2069,2022-03-18,3
W11760,13,16,40,13036,2022-03-19,5
W11770,42,16,5,6786,2022-03-06,3
W11813,46,16,12,14729,2022-02-26,4
W11867,6,16,8,9101,2022-05-07,4
W11867,6,16,2,2951,2022-12-31,3
W11882,23,16,6,5648,2022-02-26,3
W11882,23,16,8,6943,2022-03-01,1
W11882,23,16,5,4679,2022-03-04,4
W11882,23,16,15,4397,2022-03-04,5
W11886,8,16,10,11568,2022-06-26,4
W11890,11,16,8,8765,2022-03-13,3
W11890,11,16,1,1606,2022-02-20,4
W11896,22,16,2,3169,2022-02-21,4
W11896,22,16,2,2179,2022-02-22,3
W12075,45,16,5,4673,2022-03-04,4
W12075,45,16,1,676,2022-03-02,1
W12075,45,16,61,18167,2022-03-19,5
W12075,45,16,8,4488,2022-03-08,3
W12133,46,16,1,1591,2022-02-26,4
W12133,46,16,5,1204,2022-04-23,5
W12177,22,16,35,11871,2022-03-02,3
W12193,22,16,5,2556,2022-07-16,4
W12193,22,16,2,690,2023-06-17,5
W12193,22,16,10,6212,2022-12-19,3
W12197,14,16,2,3010,2022-02-28,4
W12197,14,16,11,7134,2022-03-02,3
W12222,14,16,2,3190,2022-03-02,4
W12222,14,16,4,5287,2022-03-02,3
W12222,14,16,6,1622,2022-03-03,5
W12231,56,16,2,1717,2022-03-02,4
W12231,56,16,8,4892,2022-03-18,3
W12231,56,16,17,5338,2022-03-18,5
W12246,8,16,1,1516,2022-03-02,4
W12246,8,16,18,14043,2022-03-02,3
W12246,8,16,22,5846,2022-03-02,5
W12572,91,16,14,9907,2023-04-23,4
W12572,91,16,6,7368,2023-02-21,3
W12572,91,16,1,761,2023-02-21,1
W12617,9,16,2,823,2022-03-13,4
W12708,131,16,6,6002,2022-03-18,3
W12708,131,16,14,11106,2022-03-18,4
W12708,131,16,2,703,2022-03-20,1
W12751,23,16,2,3280,2022-03-19,4
W12751,23,16,5,5616,2022-03-25,3
W12809,35,16,10,10413,2023-05-13,3
W12809,35,16,1,601,2023-05-15,5
W12861,23,16,1,1556,2022-03-21,1
W12861,23,16,7,7958,2022-03-21,3
W12861,23,16,9,6652,2022-03-21,4
W12861,23,16,58,11814,2022-03-21,5
W12864,34,16,19,14407,2023-04-08,4
W12949,55,16,21,17607,2022-04-03,4
W12949,55,16,1,701,2022-03-25,1
W12949,55,16,8,2046,2022-04-03,5
W13000,72,16,16,7348,2023-06-15,1
W13000,72,16,11,6154,2022-03-26,4
W13000,72,16,4,927,2023-06-14,5
W13000,72,16,18,11240,2023-06-16,3
W13010,21,16,2,2462,2022-03-26,4
W13010,21,16,1,181,2022-03-27,5
W13010,21,16,8,5605,2022-04-06,3
W13037,29,16,7,5477,2022-03-27,4
W13037,29,16,1,197,2022-03-28,5
W13037,29,16,13,12396,2022-03-28,3
W13091,15,16,2,2822,2022-04-17,4
W13091,15,16,9,11527,2022-04-18,3
W13091,15,16,1,252,2022-04-18,5
W13095,16,16,10,11117,2022-05-21,4
W13134,5,16,19,24671,2022-05-23,4
W13274,8,16,17,19172,2022-04-10,4
W13321,48,16,3,2063,2022-04-07,4
W13321,48,16,5,4852,2022-04-13,3
W13321,48,16,11,2934,2022-04-13,5
W13406,26,16,14,14014,2022-05-26,4
W13408,53,16,2,1772,2022-05-26,4
W13408,53,16,3,703,2022-06-01,5
W13408,53,16,8,4806,2022-06-01,3
W13522,19,16,3,4043,2022-04-14,4
W13522,19,16,6,6434,2022-06-21,3
W13577,10,16,5,4170,2022-04-15,4
W13577,10,16,12,6376,2022-08-05,3
W13624,5,16,13,11443,2023-01-21,3
W13624,5,16,3,3913,2022-04-16,4
W13648,8,16,2,2403,2022-04-17,4
W13648,8,16,3,2117,2022-08-20,3
W13648,8,16,19,8887,2023-02-21,5
W13680,19,16,3,3649,2022-04-18,4
W13680,19,16,7,2746,2022-04-21,5
W13680,19,16,14,9924,2022-04-22,3
W13690,13,16,14,14061,2022-09-28,4
W13701,18,16,12,9101,2022-04-29,3
W13701,18,16,2,3287,2022-04-19,4
W13701,18,16,5,1239,2022-04-27,5
W13729,14,16,5,5034,2022-04-21,4
W13729,14,16,13,9092,2022-04-22,3
W13729,14,16,13,4129,2022-04-22,5
W13752,23,16,1,510,2022-04-22,1
W13752,23,16,11,3326,2022-04-24,5
W13752,23,16,2,1620,2022-04-22,4
W13752,23,16,9,6016,2022-04-24,3
W13764,13,16,4,4248,2022-04-23,4
W13764,13,16,1,661,2023-01-22,1
W13764,13,16,1,204,2023-05-03,5
W13829,43,16,2,3026,2022-04-24,4
W13829,43,16,29,17339,2022-04-29,3
W13846,11,16,4,3461,2022-04-29,4
W13846,11,16,3,977,2022-04-29,5
W13846,11,16,10,5089,2022-04-29,3
W13908,55,16,10,9355,2022-04-29,4
W13908,55,16,6,5886,2022-04-29,3
W13933,36,16,12,8529,2022-05-01,3
W13933,36,16,2,3045,2022-04-29,4
W13945,24,16,6,7322,2022-05-28,4
W13959,18,16,10,10164,2022-05-01,3
W13959,18,16,2,2999,2022-04-30,4
W13959,18,16,22,6272,2022-05-01,5
W13969,43,16,11,5196,2022-05-04,3
W13969,43,16,27,5442,2022-05-04,5
W13969,43,16,3,2421,2022-05-01,4
W13974,36,16,10,9351,2022-05-10,3
W13974,36,16,4,3782,2022-05-01,4
W14019,36,16,4,3766,2022-06-23,4
W14042,50,16,4,5251,2022-05-04,3
W14042,50,16,3,4388,2022-05-03,4
W14042,50,16,113,130867,2022-05-18,1
W14072,17,16,11,14784,2022-06-03,4
W14180,20,16,4,5161,2022-05-09,4
W14180,20,16,11,7335,2022-05-09,3
W14185,15,16,9,8466,2022-05-12,4
W14185,15,16,1,847,2022-05-12,1
W14185,15,16,2,3047,2022-05-13,3
W14185,15,16,9,2601,2022-05-13,5
W14190,36,16,7,2014,2022-09-12,5
W14190,36,16,2,3058,2022-05-10,4
W14190,36,16,4,3163,2022-05-10,3
W14196,84,16,128,36863,2022-05-20,5
W14196,84,16,4,4688,2022-05-10,4
W14196,84,16,54,45342,2022-05-20,1
W14196,84,16,2,1771,2022-05-12,3
W14258,26,16,2,2251,2022-05-14,4
W14258,26,16,2,1511,2022-05-14,3
W14258,26,16,2,421,2022-06-03,5
W14272,9,16,4,5318,2022-05-23,4
W14272,9,16,1,140,2022-05-22,5
W14272,9,16,4,5755,2022-05-23,3
W14349,5,16,9,11861,2022-07-09,4
W14349,5,16,2,1998,2022-07-09,3
W14397,41,16,6,2252,2022-05-21,4
W14399,19,16,4,5109,2022-06-20,4
W14399,19,16,5,2657,2022-06-17,1
W14399,19,16,7,2431,2022-06-30,5
W14399,19,16,3,3096,2022-06-26,3
W14401,19,16,8,6257,2022-05-21,4
W14401,19,16,3,1661,2022-05-23,3
W14401,19,16,11,3483,2022-05-22,5
W14421,25,16,5,3657,2023-03-14,4
W14421,25,16,14,6242,2023-04-03,3
W14504,11,16,1,201,2022-05-24,5
W14504,11,16,2,1316,2022-05-24,1
W14504,11,16,3,1717,2022-05-24,3
W14504,11,16,9,12363,2022-05-25,4
W14573,22,16,2,2875,2022-05-27,4
W14573,22,16,11,9634,2022-05-28,3
W14601,12,16,12,14760,2022-06-05,4
W14601,12,16,4,2675,2022-06-03,3
W14614,22,16,4,4509,2022-06-06,4
W14614,22,16,7,4807,2022-06-12,3
W14614,22,16,6,1542,2022-06-12,5
W14641,61,16,13,5532,2022-06-02,3
W14641,61,16,6,4728,2022-05-31,4
W14641,61,16,17,4681,2022-06-02,5
W14677,28,16,9,5227,2022-06-05,3
W14677,28,16,3,3447,2022-06-01,4
W14677,28,16,4,912,2022-06-07,5
W14682,35,16,10,6483,2022-11-08,3
W14682,35,16,7,4389,2022-06-01,4
W14682,35,16,4,1036,2022-11-03,5
W14721,44,16,10,11735,2022-06-09,4
W14721,44,16,15,9685,2022-06-05,3
W14727,10,16,3,3670,2022-06-04,4
W14727,10,16,6,8379,2022-06-04,3
W14823,252,16,6,4315,2022-07-16,4
W14823,252,16,1,174,2022-06-14,5
W14837,45,16,2,3083,2022-06-07,4
W14837,45,16,6,1820,2022-06-16,5
W14837,45,16,5,5092,2022-06-16,3
W14837,45,16,24,20755,2022-06-16,1
W14849,36,16,10,6628,2022-06-11,3
W14849,36,16,2,2961,2022-06-08,4
W14880,8,16,3,2719,2022-06-09,4
W14880,8,16,19,11596,2022-06-10,3
W14897,13,16,10,14331,2022-06-15,4
W14935,36,16,8,4999,2022-06-13,4
W14935,36,16,9,5099,2022-06-14,3
W14941,196,16,2,3009,2022-06-12,4
W14941,196,16,7,7809,2022-06-21,3
W14941,196,16,12,3446,2022-06-21,5
W14972,19,16,43,13450,2022-07-13,5
W14972,19,16,7,8176,2022-06-16,4
W14972,19,16,2,2994,2022-06-17,3
W14986,34,16,4,3773,2022-06-14,4
W14986,34,16,5,3069,2022-06-21,3
W14986,34,16,33,10344,2022-06-22,5
W14989,25,16,5,4605,2022-06-25,4
W14989,25,16,6,3492,2022-07-10,3
W14989,25,16,1,232,2022-07-04,5
W14994,44,16,2,2694,2022-06-16,4
W14994,44,16,2,555,2022-07-08,5
W15051,29,16,26,19049,2022-06-20,4
W15054,10,16,2,2892,2022-06-18,4
W15054,10,16,21,17549,2022-06-19,3
W15188,9,16,2,2984,2022-06-24,4
W15188,9,16,12,9178,2022-06-26,3
W15198,10,16,11,8881,2022-07-02,3
W15198,10,16,4,4902,2022-06-25,4
W15198,10,16,3,2588,2022-07-06,1
W15314,28,16,9,10018,2022-07-05,4
W15314,28,16,2,315,2022-07-05,5
W15369,6,16,12,14554,2022-07-04,4
W15369,6,16,1,768,2022-07-03,1
W15369,6,16,3,2991,2022-07-03,3
W15632,142,16,8,4650,2022-12-16,4
W15632,142,16,83,49688,2022-12-10,1
W15632,142,16,1,582,2022-10-31,3
W15686,11,16,5,2768,2023-03-06,4
W15686,11,16,15,10637,2023-03-08,3
W15686,11,16,3,697,2023-06-06,5
W15813,21,16,2,2506,2022-07-24,4
W15813,21,16,4,4068,2023-01-14,3
W15939,29,16,3,1188,2022-08-19,3
W15939,29,16,4,5459,2022-07-29,4
W15952,23,16,14,9811,2022-08-01,3
W15952,23,16,5,4504,2022-07-29,4
W15967,69,16,9,12243,2022-08-02,4
W15967,69,16,8,5055,2022-08-03,3
W16046,17,16,7,5599,2022-08-02,4
W16046,17,16,9,10408,2022-08-03,3
W16061,35,16,15,4174,2022-11-12,5
W16061,35,16,1,598,2022-08-03,1
W16061,35,16,6,5332,2022-10-14,4
W16061,35,16,7,2899,2022-11-12,3
W16069,16,16,8,8594,2022-11-13,4
W16069,16,16,3,861,2022-11-13,5
W16069,16,16,1,1298,2022-12-31,3
W16087,14,16,4,4352,2022-08-05,4
W16087,14,16,14,8623,2022-08-05,3
W16228,60,16,5,6768,2022-08-12,4
W16228,60,16,79,96386,2022-10-02,1
W16238,15,16,3,4188,2022-08-12,4
W16238,15,16,7,2204,2022-08-18,5
W16238,15,16,7,7420,2022-08-18,3
W16312,27,16,11,9718,2022-09-03,3
W16312,27,16,4,4912,2022-08-15,4
W16312,27,16,5,1845,2022-09-03,5
W16349,47,16,13,8777,2022-08-20,3
W16349,47,16,4,5957,2022-08-17,4
W16349,47,16,1,1279,2022-09-02,1
W16361,31,16,3,3698,2022-08-18,4
W16361,31,16,9,7654,2022-08-23,3
W16436,17,16,13,13457,2022-08-24,4
W16436,17,16,1,196,2022-08-25,5
W16482,17,16,6,6167,2022-08-30,4
W16482,17,16,1,396,2022-08-29,5
W16482,17,16,4,2541,2022-09-10,3
W16503,18,16,4,3256,2022-08-25,4
W16503,18,16,10,2544,2022-09-02,5
W16503,18,16,5,5252,2022-09-03,3
W16504,13,16,2,3093,2022-08-25,4
W16504,13,16,5,6954,2022-08-28,3
W16549,37,16,2,1639,2022-08-27,4
W16549,37,16,12,4597,2022-09-14,5
W16549,37,16,6,4556,2022-09-16,3
W16554,25,16,11,8921,2022-08-28,3
W16554,25,16,3,4412,2022-08-27,4
W16554,25,16,13,2730,2022-08-28,5
W16581,46,16,1,593,2022-08-29,1
W16581,46,16,1,1475,2022-08-29,4
W16581,46,16,33,16493,2022-09-01,3
W16581,46,16,4,381,2022-08-30,5
W16758,22,16,4,4146,2022-09-09,4
W16758,22,16,15,9509,2022-09-09,3
W16772,24,16,12,15957,2023-02-05,4
W16857,26,16,12,12208,2022-09-21,4
W16857,26,16,1,393,2022-09-22,5
W16857,26,16,3,2708,2022-11-11,3
W16868,39,16,4,3831,2022-09-17,4
W16868,39,16,12,3355,2022-09-17,5
W16868,39,16,11,3776,2022-09-18,3
W16868,39,16,1,338,2022-09-17,1
W16871,38,16,2,3168,2022-09-22,4
W16871,38,16,1,1436,2022-10-13,3
W16924,8,16,17,11891,2022-09-20,4
W16924,8,16,1,816,2022-09-19,1
W16924,8,16,19,5825,2022-09-23,5
W17079,65,16,4,3373,2022-09-27,4
W17079,65,16,25,9021,2022-10-03,3
W17094,42,16,4,2428,2022-09-27,4
W17094,42,16,1,783,2022-10-26,1
W17094,42,16,4,828,2022-10-26,3
W17223,97,16,5,2231,2022-10-07,4
W17223,97,16,17,7780,2022-11-11,3
W17223,97,16,12,2714,2022-12-15,5
W17232,34,16,8,3300,2022-10-10,4
W17232,34,16,4,1250,2022-10-14,5
W17232,34,16,10,6900,2022-10-12,3
W17236,12,16,2,2075,2022-10-08,4
W17236,12,16,8,7668,2022-10-10,3
W17238,18,16,7,4769,2022-10-08,4
W17238,18,16,17,9762,2023-03-22,3
W17238,18,16,1,642,2022-10-19,1
W17276,37,16,6,8234,2022-10-10,4
W17276,37,16,30,8122,2022-11-29,5
W17389,44,16,53,33784,2023-02-16,4
W17408,62,16,12,12375,2022-10-25,4
W17408,62,16,5,5519,2022-10-21,3
W17408,62,16,2,546,2022-10-22,5
W17545,15,16,3,2612,2022-10-31,4
W17545,15,16,11,9788,2022-11-02,3
W17547,87,16,5,4404,2023-01-23,4
W17547,87,16,9,17256,2023-03-13,2
W17547,87,16,7,7659,2023-03-14,3
W17547,87,16,3,227,2023-03-16,1
W17548,30,16,2,3137,2022-11-03,4
W17548,30,16,4,1084,2022-11-09,5
W17548,30,16,16,12636,2022-11-13,3
W17570,51,16,12,7464,2022-11-10,3
W17570,51,16,37,25877,2022-11-09,1
W17570,51,16,5,3822,2022-11-02,4
W17570,51,16,2,1344,2023-03-22,2
W17619,35,16,2,1210,2022-11-16,4
W17619,35,16,5,6816,2023-01-18,3
W17619,35,16,24,7056,2023-01-19,5
W17681,15,16,9,10590,2022-11-27,4
W17681,15,16,2,2113,2022-11-27,3
W17689,17,16,3,1554,2022-11-14,4
W17689,17,16,5,5690,2022-11-15,3
W17721,7,16,5,3817,2022-11-14,4
W17721,7,16,10,4679,2022-11-14,3
W17753,25,16,4,3392,2022-11-18,4
W17753,25,16,4,6264,2022-11-25,3
W17820,41,16,1,170,2022-11-25,4
W17845,47,16,12,8769,2022-11-28,3
W17845,47,16,3,3268,2022-11-24,4
W17845,47,16,3,751,2023-02-18,5
W17925,33,16,8,4141,2023-01-11,3
W17925,33,16,2,2139,2022-12-25,4
W17925,33,16,4,1358,2023-01-11,5
W17931,10,16,17,15794,2022-12-11,4
W17984,18,16,18,18311,2022-12-07,4
W18010,31,16,8,5683,2022-12-09,4
W18010,31,16,6,5515,2023-01-15,3
W18025,14,16,3,4199,2022-12-09,4
W18025,14,16,4,1180,2022-12-09,5
W18025,14,16,18,9618,2022-12-09,3
W18109,20,16,3,3924,2022-12-15,4
W18109,20,16,16,12263,2023-05-28,3
W18109,20,16,1,146,2023-05-27,5
W18145,23,16,24,16241,2023-05-31,4
W18145,23,16,6,4826,2023-05-31,3
W18235,14,16,4,2866,2023-03-09,4
W18235,14,16,8,8563,2023-03-28,3
W18248,48,16,1,1102,2022-12-25,3
W18248,48,16,58,17716,2023-03-04,5
W18248,48,16,22,15381,2023-01-03,4
W18312,49,16,15,9612,2023-01-08,3
W18312,49,16,2,3152,2022-12-29,4
W18417,45,16,5,4085,2023-01-21,4
W18417,45,16,11,9492,2023-01-25,3
W18509,31,16,9,9975,2023-01-14,4
W18509,31,16,4,1060,2023-01-14,5
W18509,31,16,2,1911,2023-01-16,1
W18509,31,16,4,2639,2023-01-19,3
W18511,24,16,2,2179,2023-01-19,4
W18511,24,16,21,17221,2023-01-17,3
W18511,24,16,17,4920,2023-01-20,5
W18529,29,16,23,13948,2023-02-05,4
W18529,29,16,1,700,2023-01-14,3
W18569,40,16,13,9828,2023-01-31,3
W18569,40,16,8,5974,2023-01-21,4
W18569,40,16,6,2105,2023-01-31,5
W18569,40,16,3,968,2023-01-31,1
W18609,78,16,14,15835,2023-02-12,4
W18762,21,16,4,3406,2023-01-26,4
W18762,21,16,11,10597,2023-02-02,3
W18791,27,16,2,1360,2023-01-29,1
W18791,27,16,2,2537,2023-01-29,4
W18791,27,16,21,11344,2023-01-31,3
W18791,27,16,28,10230,2023-01-31,5
W18849,45,16,10,7924,2023-02-07,4
W18849,45,16,47,12745,2023-03-08,5
W18849,45,16,5,3545,2023-03-04,3
W18861,25,16,3,2505,2023-02-03,4
W18861,25,16,10,8818,2023-02-18,3
W18861,25,16,1,658,2023-02-19,1
W18895,30,16,4,4921,2023-05-12,4
W18895,30,16,1,1816,2023-02-06,3
W18920,74,16,25,14217,2023-02-26,4
W18920,74,16,54,11636,2023-03-06,5
W18920,74,16,4,5067,2023-02-19,3
W19068,20,16,12,9528,2023-02-25,4
W19068,20,16,4,2490,2023-02-19,1
W19068,20,16,5,2484,2023-03-01,5
W19068,20,16,1,1452,2023-03-19,3
W19158,13,16,6,7273,2023-06-28,3
W19158,13,16,3,2387,2023-06-27,4
W19170,13,16,12,17156,2023-02-26,4
W19180,14,16,13,12428,2023-04-03,4
W19180,14,16,3,2954,2023-04-03,3
W19270,8,16,9,9448,2023-03-05,4
W19270,8,16,2,2334,2023-03-04,3
W19270,8,16,1,582,2023-03-04,5
W19270,8,16,7,2393,2023-03-04,1
W19348,39,16,2,720,2023-03-09,5
W19348,39,16,6,7784,2023-03-09,3
W19348,39,16,5,4158,2023-03-07,4
W19490,22,16,14,7084,2023-03-18,4
W19490,22,16,49,22407,2023-04-18,3
W19490,22,16,2,670,2023-04-18,5
W19497,34,16,2,2185,2023-03-20,3
W19497,34,16,7,8244,2023-03-19,4
W19497,34,16,10,2958,2023-03-20,5
W19578,16,16,14,13026,2023-04-15,4
W19592,35,16,5,3710,2023-03-24,4
W19592,35,16,5,5697,2023-03-27,3
W19592,35,16,2,468,2023-03-26,5
W19592,35,16,1,348,2023-04-16,1
W19708,20,16,4,4575,2023-04-09,4
W19708,20,16,9,8045,2023-04-30,3
W19708,20,16,4,1505,2023-04-18,5
W19708,20,16,1,1711,2023-04-15,1
W19745,45,16,5,4294,2023-04-05,4
W19745,45,16,3,1535,2023-04-07,3
W19745,45,16,2,1376,2023-04-07,2
W19805,15,16,2,3216,2023-04-09,4
W19805,15,16,5,1418,2023-04-18,5
W19805,15,16,18,10601,2023-04-09,3
W19899,28,16,6,3770,2023-04-17,4
W19899,28,16,7,3570,2023-04-18,5
W19899,28,16,15,7771,2023-04-22,3
W19899,28,16,25,8477,2023-04-26,1
W20032,65,16,10,7590,2023-04-28,4
W20032,65,16,24,18092,2023-05-22,3
W20038,13,16,2,3304,2023-04-27,4
W20038,13,16,2,498,2023-04-30,5
W20038,13,16,5,6218,2023-04-30,3
W20061,11,16,5,4067,2023-04-30,4
W20061,11,16,1,248,2023-04-30,5
W20061,11,16,14,7208,2023-05-02,3
W20114,96,16,4,4199,2023-05-03,4
W20114,96,16,67,36229,2023-06-20,2
W20114,96,16,6,6094,2023-05-23,3
W20114,96,16,1,46,2023-05-23,5
W20235,8,16,12,10461,2023-05-13,4
W20235,8,16,4,5664,2023-06-16,3
W20437,14,16,3,4092,2023-05-25,4
W20437,14,16,12,10701,2023-05-26,3
W20437,14,16,2,745,2023-05-26,1
W20447,127,16,13,7619,2023-05-29,3
W20447,127,16,17,5472,2023-05-27,5
W20447,127,16,15,9157,2023-05-27,4
W20447,127,16,96,45338,2023-05-29,1
W20460,28,16,23,12120,2023-06-07,4
W20551,34,16,13,11804,2023-06-01,4
W20551,34,16,4,2555,2023-06-04,3
W20582,71,16,8,5515,2023-06-07,4
W20582,71,16,15,12042,2023-06-30,3
W20582,71,16,15,4567,2023-06-29,5
W20594,14,16,21,9917,2023-06-30,3
W20594,14,16,11,5312,2023-06-03,4
W20735,39,16,12,8827,2023-06-16,4
W20735,39,16,3,4100,2023-06-24,3
W20735,39,16,12,3641,2023-06-17,5
W20735,39,16,3,1238,2023-06-24,1
W20751,39,16,5,5485,2023-06-17,3
W20751,39,16,7,5471,2023-06-15,4
W20751,39,16,1,412,2023-06-22,1
W20751,39,16,6,2744,2023-06-23,5
W20762,25,16,13,5432,2023-06-16,3
W20762,25,16,8,4854,2023-06-15,4
W20781,16,16,2,3049,2023-06-16,4
W20781,16,16,9,10529,2023-06-26,3
W20815,32,16,11,8310,2023-06-20,4
W20815,32,16,7,5151,2023-06-25,3
W20833,32,16,3,4138,2023-06-22,4
W20833,32,16,31,36614,2023-06-25,2
W20833,32,16,3,2962,2023-06-29,3
W20833,32,16,1,272,2023-06-26,5
W20846,17,16,8,7023,2023-06-23,4
W20846,17,16,12,12126,2023-06-29,3
W20853,24,16,3,3357,2023-06-22,4
W20853,24,16,12,5721,2023-06-26,3
W20853,24,16,1,242,2023-06-25,5
W20853,24,16,7,3748,2023-06-27,1
W20911,21,16,4,3963,2023-06-27,3
W20911,21,16,3,1633,2023-06-26,4
W20911,21,16,47,10825,2023-06-28,5
W20911,21,16,1,481,2023-06-27,1
W20928,67,16,10,9878,2023-06-29,4
W20928,67,16,14,8514,2023-06-30,3
W20928,67,16,7,1882,2023-06-30,5
W20939,8,16,3,4523,2023-06-28,4
