"WID","login_count","level","playcount_sum","playtime_sum","recent_date","mode"
W19060,2,1,1,276,2023-02-15,4
W19069,1,1,1,627,2023-02-16,4
W19072,1,1,1,344,2023-02-16,4
W19074,4,1,1,475,2023-03-03,4
W19083,5,1,1,375,2023-02-16,1
W19083,5,1,1,261,2023-02-16,4
W19086,1,1,1,754,2023-02-16,4
W19089,2,1,1,249,2023-02-16,4
W19094,1,1,1,613,2023-02-17,4
W19098,2,1,1,222,2023-02-17,4
W19099,1,1,1,2061,2023-02-17,4
W19101,4,1,2,796,2023-02-18,4
W19105,1,1,1,1551,2023-02-18,4
W19107,1,1,1,248,2023-02-18,4
W19118,3,1,1,0,2023-05-19,4
W19123,1,1,1,784,2023-02-19,4
W19124,4,1,2,1684,2023-02-19,4
W19137,5,1,1,0,2023-02-19,4
W19139,2,1,1,1600,2023-02-20,4
W19141,2,1,2,1652,2023-02-20,4
W19142,2,1,3,2377,2023-02-20,4
W19143,1,1,1,106,2023-02-20,4
W19144,3,1,2,1104,2023-02-20,4
W19154,5,1,1,1049,2023-02-21,4
W19157,2,1,2,1851,2023-02-21,4
W19167,1,1,1,1616,2023-02-22,4
W19172,1,1,1,1723,2023-02-23,4
W19173,4,1,1,379,2023-02-23,4
W19174,5,1,1,785,2023-02-23,4
W19176,1,1,4,3113,2023-02-23,4
W19178,3,1,1,1602,2023-02-23,4
W19193,1,1,1,236,2023-02-24,4
W19206,1,1,1,1619,2023-02-25,4
W19219,3,1,1,258,2023-02-26,5
W19223,1,1,2,301,2023-02-26,4
W19231,2,1,1,251,2023-02-26,4
W19234,33,1,1,425,2023-02-27,4
W19242,2,1,1,607,2023-02-27,4
W19247,2,1,2,2737,2023-02-27,4
W19248,2,1,1,172,2023-02-28,4
W19250,1,1,2,569,2023-02-27,4
W19264,2,1,1,208,2023-03-01,4
W19279,5,1,6,4885,2023-03-02,4
W19281,1,1,3,2705,2023-03-02,4
W19282,2,1,2,1843,2023-03-02,4
W19284,9,1,2,1210,2023-03-02,4
W19288,1,1,2,682,2023-03-03,4
W19289,5,1,1,412,2023-03-03,3
W19289,5,1,1,174,2023-03-03,4
W19290,3,1,1,363,2023-03-03,4
W19292,1,1,2,1973,2023-03-03,4
W19294,6,1,1,661,2023-03-04,4
W19296,5,1,1,513,2023-03-03,4
W19341,4,1,1,215,2023-03-06,4
W19346,3,1,1,39,2023-03-06,4
W19349,3,1,1,505,2023-03-07,4
W19350,5,1,1,219,2023-03-07,4
W19359,4,1,3,2861,2023-03-08,4
W19361,2,1,1,1648,2023-03-08,4
W19371,20,1,1,0,2023-03-09,4
W19372,1,1,3,3273,2023-03-09,4
W19381,1,1,3,2849,2023-03-09,4
W19382,4,1,1,580,2023-03-09,4
W19395,1,1,1,196,2023-03-10,4
W19398,1,1,1,282,2023-03-10,4
W19403,1,1,1,1510,2023-03-11,4
W19404,2,1,1,328,2023-03-11,4
W19407,4,1,1,642,2023-03-12,4
W19409,3,1,2,774,2023-03-11,5
W19409,3,1,2,979,2023-03-11,4
W19413,5,1,1,1635,2023-03-12,4
W19414,6,1,1,0,2023-03-12,4
W19415,5,1,2,1318,2023-04-17,4
W19418,5,1,1,631,2023-03-12,4
W19421,1,1,1,452,2023-03-12,4
W19423,1,1,3,1967,2023-03-12,4
W19430,2,1,3,2574,2023-03-13,4
W19450,1,1,3,1294,2023-03-14,4
W19459,4,1,1,0,2023-03-15,4
W19466,1,1,2,2280,2023-03-15,4
W19467,2,1,2,3212,2023-03-15,4
W19469,4,1,1,489,2023-03-16,4
W19471,3,1,2,2262,2023-03-20,4
W19473,1,1,1,0,2023-03-16,4
W19477,2,1,1,387,2023-03-16,5
W19480,3,1,1,0,2023-03-16,4
W19487,5,1,1,89,2023-03-16,4
W19495,1,1,1,1018,2023-03-17,4
W19504,1,1,1,766,2023-03-18,4
W19505,1,1,2,1992,2023-03-18,4
W19507,2,1,1,1455,2023-03-18,4
W19515,5,1,1,0,2022-09-19,4
W19521,4,1,1,162,2023-03-18,4
W19523,3,1,2,1300,2023-03-19,4
W19535,1,1,2,1315,2023-03-19,4
W19536,1,1,1,637,2023-03-19,4
W19553,5,1,2,1495,2023-03-22,4
W19555,1,1,1,454,2023-03-20,4
W19560,6,1,1,0,2023-03-20,4
W19560,6,1,2,1067,2023-03-20,5
W19565,3,1,1,0,2023-03-28,4
W19570,6,1,1,0,2023-03-21,4
W19571,23,1,1,0,2023-03-21,4
W19573,3,1,1,260,2023-03-21,4
W19577,4,1,2,1502,2023-03-22,4
W19583,1,1,1,165,2023-03-22,4
W19588,3,1,1,0,2023-03-23,4
W19600,3,1,2,545,2023-03-24,4
W19620,4,1,1,1512,2023-03-25,4
W19632,4,1,1,336,2023-03-26,4
W19636,4,1,1,183,2023-03-26,4
W19642,5,1,1,429,2023-03-27,5
W19647,4,1,1,0,2023-03-28,4
W19655,7,1,1,349,2023-03-28,4
W19657,3,1,1,1688,2023-03-28,4
W19658,9,1,1,501,2023-03-28,4
W19664,8,1,2,799,2023-03-29,4
W19672,2,1,2,0,2023-03-30,4
W19683,1,1,2,917,2023-03-30,4
W19691,2,1,2,798,2023-03-31,4
W19694,4,1,1,365,2023-03-31,4
W19695,1,1,1,562,2023-03-31,4
W19699,5,1,2,1981,2023-04-01,4
W19705,1,1,1,490,2023-04-01,4
W19716,2,1,2,489,2023-04-02,4
W19722,5,1,3,284,2023-04-02,4
W19732,2,1,1,1061,2023-04-03,4
W19733,11,1,1,746,2023-04-03,4
W19734,4,1,1,346,2023-04-03,5
W19735,6,1,1,0,2023-04-03,4
W19742,1,1,1,761,2023-04-04,4
W19743,6,1,1,528,2023-04-04,4
W19744,2,1,3,1630,2023-04-04,4
W19747,2,1,1,1499,2023-04-04,4
W19749,1,1,2,3104,2023-04-05,4
W19750,7,1,2,831,2023-04-05,4
W19754,4,1,1,175,2023-04-05,4
W19761,5,1,1,241,2023-03-26,4
W19775,5,1,3,3777,2023-05-06,4
W19776,1,1,1,1525,2023-04-07,4
W19778,6,1,1,0,2023-04-07,4
W19784,5,1,1,380,2023-04-07,4
W19785,1,1,5,5178,2023-04-07,4
W19790,12,1,1,455,2023-04-08,4
W19794,1,1,2,1309,2023-04-08,4
W19802,15,1,1,405,2023-04-08,4
W19810,1,1,1,1635,2023-04-09,4
W19825,2,1,1,1114,2023-04-10,4
W19826,3,1,1,0,2023-04-10,4
W19827,3,1,1,250,2023-04-10,4
W19842,6,1,1,1274,2023-04-12,4
W19847,1,1,2,617,2023-04-12,4
W19861,110,1,8,3392,2023-04-17,4
W19869,8,1,1,0,2023-04-15,4
W19880,4,1,1,89,2023-04-15,4
W19887,3,1,2,623,2023-04-16,5
W19898,1,1,3,2373,2023-04-16,4
W19904,4,1,3,2128,2023-04-17,4
W19905,3,1,1,666,2023-04-17,4
W19910,1,1,4,2215,2023-04-17,4
W19913,3,1,1,0,2023-04-24,4
W19928,1,1,1,766,2023-04-19,4
W19944,4,1,1,781,2023-04-20,4
W19948,6,1,2,789,2023-04-21,4
W19962,13,1,1,356,2023-04-21,4
W19963,3,1,1,0,2023-04-22,4
W19971,1,1,2,2212,2023-04-22,4
W19980,13,1,1,144,2023-04-23,4
W19982,7,1,1,1552,2023-04-23,4
W19987,3,1,1,168,2023-04-23,4
W19995,2,1,1,0,2023-04-24,4
W20009,5,1,1,730,2023-04-25,4
W20019,1,1,1,604,2023-04-26,4
W20022,2,1,2,1689,2023-04-26,4
W20030,2,1,1,1089,2023-04-27,4
W20036,3,1,1,0,2023-04-27,4
W20046,4,1,1,855,2023-04-28,4
W20051,5,1,1,333,2023-04-28,4
W20052,4,1,1,1465,2023-04-28,4
W20055,7,1,1,238,2023-04-30,4
W20060,5,1,4,2798,2023-04-29,4
W20067,1,1,1,196,2023-04-30,4
W20069,3,1,1,1535,2023-04-30,4
W20072,7,1,1,299,2023-04-30,5
W20080,8,1,2,545,2023-05-01,4
W20090,19,1,1,413,2023-06-27,4
W20093,4,1,1,461,2023-05-02,4
W20094,10,1,3,3010,2023-05-04,4
W20095,1,1,2,1619,2023-05-02,4
W20104,10,1,1,0,2023-05-02,4
W20112,1,1,1,1741,2023-05-03,4
W20113,4,1,1,179,2023-05-03,4
W20125,1,1,1,0,2023-05-04,4
W20126,4,1,2,1749,2023-05-04,4
W20129,6,1,1,281,2023-05-04,4
W20163,1,1,6,5032,2023-05-06,4
W20174,7,1,2,1212,2023-05-08,4
W20178,3,1,1,981,2023-05-07,4
W20182,1,1,1,1493,2023-05-07,4
W20186,2,1,1,1525,2023-05-07,4
W20209,3,1,1,60,2023-05-08,4
W20237,1,1,1,1699,2023-05-11,4
W20239,12,1,2,1102,2023-05-12,4
W20240,4,1,3,917,2023-05-12,4
W20243,2,1,1,293,2023-05-12,4
W20244,3,1,5,2424,2023-05-12,4
W20246,5,1,1,0,2023-05-13,4
W20251,2,1,1,632,2023-05-13,4
W20255,6,1,1,231,2023-05-18,4
W20266,1,1,6,3200,2023-05-14,4
W20268,1,1,2,172,2023-05-14,4
W20283,1,1,1,1648,2023-05-16,4
W20284,1,1,1,289,2023-05-16,4
W20286,2,1,1,1504,2023-05-17,4
W20290,1,1,2,2308,2023-05-17,4
W20301,1,1,1,1512,2023-05-18,4
W20309,11,1,1,170,2023-05-18,4
W20312,7,1,7,762,2023-05-28,4
W20317,1,1,2,1683,2023-05-19,4
W20330,6,1,2,326,2023-05-20,4
W20342,1,1,1,610,2023-05-20,4
W20344,1,1,1,271,2023-05-20,4
W20349,1,1,1,1579,2023-05-20,4
W20351,2,1,2,2767,2023-05-20,4
W20358,13,1,2,1048,2023-05-26,4
W20365,1,1,1,1141,2023-05-21,4
W20366,7,1,2,1585,2023-05-21,4
W20370,2,1,2,459,2023-05-21,4
W20375,1,1,1,168,2023-05-21,4
W20376,1,1,1,475,2023-05-21,4
W20385,1,1,1,1531,2023-05-21,4
W20388,4,1,1,257,2023-05-22,1
W20388,4,1,2,564,2023-05-22,4
W20400,7,1,2,1385,2023-05-23,4
W20405,4,1,2,2869,2023-05-23,4
W20410,3,1,1,184,2023-05-23,4
W20413,1,1,1,1546,2023-05-23,4
W20434,6,1,2,1779,2023-05-25,4
W20443,6,1,1,203,2023-05-25,4
W20444,2,1,1,291,2023-05-25,4
W20452,1,1,1,1525,2023-05-25,4
W20455,2,1,1,0,2023-05-29,4
W20465,2,1,6,2696,2023-05-26,4
W20472,6,1,1,272,2023-05-26,4
W20481,5,1,1,575,2023-05-27,1
W20481,5,1,1,793,2023-05-27,4
W20489,2,1,1,165,2023-05-27,4
W20497,3,1,1,565,2023-05-28,4
W20514,1,1,1,437,2023-05-28,4
W20519,2,1,1,803,2023-05-29,4
W20525,2,1,4,3293,2023-05-29,4
W20536,5,1,1,153,2023-05-30,5
W20536,5,1,1,0,2023-05-30,4
W20544,6,1,1,190,2023-06-24,4
W20555,8,1,3,1931,2023-06-01,4
W20556,17,1,2,1133,2023-06-09,4
W20556,17,1,5,1660,2023-06-09,5
W20559,1,1,1,573,2023-06-01,4
W20562,3,1,1,286,2023-06-01,4
W20564,8,1,1,821,2023-06-02,4
W20566,2,1,1,1454,2023-06-02,4
W20567,4,1,1,0,2023-06-03,4
W20568,1,1,1,1532,2023-06-02,4
W20581,6,1,1,1555,2023-06-03,4
W20583,23,1,1,752,2023-06-10,4
W20591,1,1,1,111,2023-06-03,4
W20593,1,1,3,1976,2023-06-03,4
W20608,2,1,3,3091,2023-06-04,4
W20612,2,1,1,519,2023-06-04,1
W20612,2,1,1,89,2023-06-04,4
W20619,2,1,1,355,2023-06-05,4
W20622,2,1,1,0,2023-06-05,4
W20630,2,1,1,1048,2023-06-18,4
W20645,1,1,1,1631,2023-06-07,4
W20648,2,1,1,720,2023-06-07,1
W20657,1841,1,1,322,2023-06-02,4
W20663,23,1,2,640,2023-06-08,4
W20664,2,1,1,459,2023-06-08,4
W20668,2,1,1,816,2023-06-08,4
W20675,4,1,3,2371,2023-06-09,4
W20677,2,1,4,3006,2023-06-09,4
W20693,5,1,2,697,2023-06-10,4
W20698,6,1,4,2315,2023-06-11,3
W20698,6,1,6,14202,2023-06-11,2
W20698,6,1,9,5260,2023-06-11,4
W20714,5,1,7,3378,2023-06-11,3
W20714,5,1,12,6161,2023-06-11,4
W20714,5,1,9,17300,2023-06-12,2
W20720,4,1,6,3598,2023-06-12,3
W20720,4,1,9,21898,2023-06-12,2
W20720,4,1,13,5918,2023-06-12,4
W20723,5,1,1,1595,2023-06-12,4
W20729,7,1,1,1368,2023-06-13,4
W20734,6,1,7,3291,2023-06-13,4
W20737,2,1,2,868,2023-06-14,4
W20758,1,1,1,1573,2023-06-15,4
W20763,3,1,1,0,2023-06-15,4
W20767,11,1,1,788,2022-03-14,4
W20775,2,1,4,3951,2023-06-16,4
W20779,5,1,1,1076,2023-06-21,4
W20787,3,1,1,0,2023-06-17,4
W20792,5,1,1,89,2023-06-30,4
W20793,2,1,1,1434,2023-06-17,4
W20794,2,1,2,2605,2023-06-17,4
W20799,23,1,1,0,2023-06-17,4
W20800,2,1,1,1483,2023-06-17,4
W20805,2,1,1,726,2023-06-18,1
W20805,2,1,1,1561,2023-06-18,4
W20827,2,1,1,1526,2023-06-20,4
W20828,1,1,1,1497,2023-06-20,4
W20840,5,1,1,0,2023-06-20,4
W20852,2,1,1,1492,2023-06-22,4
W20856,3,1,1,0,2023-06-22,4
W20858,3,1,1,0,2023-06-23,4
W20862,1,1,2,2056,2023-06-23,4
W20866,1,1,2,1536,2023-06-23,4
W20876,4,1,1,471,2023-06-23,3
W20883,1,1,1,1570,2023-06-24,4
W20884,2,1,1,839,2023-06-24,4
W20889,3,1,1,945,2023-06-25,4
W20891,1,1,1,1561,2023-06-25,4
W20892,1,1,2,3114,2023-06-25,4
W20900,1,1,1,1525,2023-06-25,4
W20902,2,1,2,2928,2023-06-25,4
W20912,1,1,1,1473,2023-06-26,4
W20920,2,1,1,193,2023-06-27,4
W20942,2,1,1,11,2023-06-28,5
W20942,2,1,2,1470,2023-06-28,3
W20942,2,1,5,4918,2023-06-28,4
W20944,1,1,10,5624,2023-06-29,4
W20944,1,1,1,444,2023-06-29,3
W20944,1,1,18,32384,2023-06-29,2
W20946,1,1,1,1491,2023-06-29,4
W20949,5,1,3,1501,2023-06-30,4
W20951,6,1,3,690,2023-06-30,4
W20952,2,1,1,1527,2023-06-30,4
W10018,3,2,2,2001,2022-01-10,3
W10037,10,2,1,478,2022-01-01,3
W10060,38,2,1,463,2022-01-02,3
W10078,2,2,1,865,2022-01-02,3
W10121,7,2,1,531,2022-01-04,3
W10121,7,2,2,512,2022-01-04,1
W10154,13,2,1,60,2022-01-05,3
W10190,43,2,9,2525,2022-01-06,3
W10215,5,2,1,805,2022-01-06,3
W10262,2,2,1,306,2022-01-08,1
W10300,4,2,1,60,2022-01-08,3
W10310,3,2,1,33,2022-06-05,3
W10345,2,2,1,0,2022-01-11,3
W10346,13,2,1,1345,2022-01-09,3
W10360,4,2,1,103,2022-01-10,5
W10484,8,2,1,89,2022-01-15,4
W10562,6,2,1,118,2022-01-15,4
W10565,11,2,1,491,2022-01-15,3
W10565,11,2,11,2519,2022-01-15,5
W10596,5,2,1,556,2022-01-16,4
W10622,3,2,1,89,2022-01-20,4
W10654,8,2,1,0,2022-01-18,4
W10654,8,2,1,636,2022-01-19,3
W10688,7,2,1,970,2022-01-20,4
W10688,7,2,2,263,2022-01-20,3
W10745,2,2,2,1607,2022-01-22,4
W10746,3,2,1,1052,2022-01-22,4
W10746,3,2,2,341,2022-01-22,3
W10880,4,2,1,682,2022-01-26,4
W10927,3,2,1,231,2022-08-09,4
W10928,6,2,3,1286,2022-02-05,4
W10990,4,2,2,141,2022-01-28,3
W10990,4,2,1,1518,2022-01-30,4
W11024,11,2,6,3955,2022-03-04,4
W11091,2,2,1,1540,2022-01-30,3
W11091,2,2,1,237,2022-01-30,4
W11092,6,2,2,849,2022-02-20,4
W11110,2,2,1,126,2022-01-31,4
W11177,6,2,2,440,2022-02-01,3
W11187,2,2,2,2165,2022-02-02,4
W11234,10,2,1,794,2022-02-03,3
W11234,10,2,2,2595,2022-02-13,4
W11248,4,2,1,529,2022-02-03,4
W11249,5,2,3,1882,2022-02-04,4
W11255,5,2,1,504,2022-02-08,4
W11374,3,2,1,102,2022-02-07,4
W11417,7,2,1,468,2022-02-08,3
W11417,7,2,1,805,2022-02-08,4
W11441,3,2,1,0,2022-02-08,3
W11518,4,2,2,211,2022-02-11,4
W11606,9,2,1,543,2022-02-13,4
W11606,9,2,1,264,2022-02-14,3
W11618,4,2,2,1389,2022-10-02,4
W11658,4,2,1,0,2022-02-14,3
W11704,6,2,4,2651,2022-02-18,4
W11784,5,2,3,1333,2022-04-17,4
W11817,9,2,4,3300,2022-02-21,4
W11842,3,2,1,836,2022-06-12,4
W11892,5,2,2,708,2022-02-20,4
W11925,2,2,1,336,2022-02-20,4
W12009,3,2,1,800,2022-02-23,3
W12009,3,2,1,135,2022-02-23,4
W12042,13,2,3,1765,2023-06-17,4
W12128,36,2,2,1474,2022-02-26,4
W12152,6,2,1,166,2022-02-27,3
W12152,6,2,1,403,2022-02-27,4
W12169,3,2,3,2351,2022-02-27,4
W12180,5,2,3,1934,2022-03-09,4
W12204,10,2,4,736,2022-02-28,4
W12264,6,2,2,2219,2022-06-02,4
W12271,4,2,1,741,2022-03-03,4
W12284,4,2,2,1748,2023-02-07,4
W12285,24,2,1,89,2022-03-03,4
W12292,4,2,1,138,2022-03-03,4
W12310,28,2,1,426,2022-03-04,4
W12325,4,2,2,402,2022-03-06,4
W12375,3,2,1,558,2022-03-06,4
W12553,7,2,2,1546,2022-03-11,3
W12555,11,2,5,1191,2022-03-11,4
W12574,13,2,3,2679,2022-03-12,4
W12604,4,2,1,1147,2022-03-13,3
W12621,3,2,1,30,2022-03-13,4
W12630,5,2,2,243,2022-03-13,3
W12637,5,2,2,714,2022-03-13,4
W12669,13,2,2,1510,2022-03-27,4
W12677,6,2,1,384,2022-03-15,4
W12681,3,2,2,552,2022-03-17,4
W12705,27,2,1,1518,2022-03-16,4
W12731,8,2,1,480,2022-03-17,4
W12731,8,2,14,5410,2022-03-17,1
W12742,79,2,1,661,2022-05-06,4
W12742,79,2,1,421,2022-05-08,5
W12744,10,2,2,2790,2022-03-27,4
W12766,2,2,2,1996,2022-03-18,4
W12775,2,2,2,1766,2022-08-24,4
W12792,6,2,1,61,2022-03-18,4
W12914,9,2,1,601,2022-03-24,5
W12914,9,2,1,89,2022-03-24,4
W12927,5,2,1,548,2022-03-23,4
W12954,3,2,4,2049,2022-03-26,4
W12977,6,2,1,558,2022-03-25,4
W13028,5,2,2,658,2022-03-26,4
W13031,8,2,3,391,2022-03-27,4
W13068,7,2,1,98,2022-04-06,5
W13068,7,2,1,559,2022-04-06,4
W13073,6,2,1,513,2022-06-18,4
W13089,6,2,3,1093,2022-03-28,4
W13108,10,2,1,159,2022-03-30,4
W13116,23,2,7,3608,2022-06-14,4
W13120,8,2,3,3609,2022-08-18,4
W13202,5,2,3,1176,2022-04-02,4
W13253,5,2,1,619,2022-04-04,4
W13285,8,2,1,726,2022-04-05,4
W13290,29,2,3,2634,2022-05-11,4
W13313,4,2,3,1348,2022-04-07,4
W13319,8,2,4,2414,2022-04-07,4
W13325,17,2,1,437,2022-04-07,4
W13329,18,2,3,1826,2022-04-07,4
W13332,4,2,1,1583,2022-11-04,4
W13357,6,2,3,1181,2022-04-08,4
W13403,5,2,2,615,2022-04-09,4
W13541,8,2,1,104,2022-04-14,4
W13574,3,2,1,535,2022-04-18,4
W13700,6,2,6,3098,2022-04-19,1
W13707,4,2,1,1190,2022-05-29,4
W13709,9,2,5,1608,2022-04-20,5
W13711,16,2,4,2858,2022-04-26,4
W13844,3,2,3,1770,2022-04-26,4
W13850,9,2,1,137,2022-05-02,4
W13892,12,2,2,1654,2022-04-28,4
W13894,4,2,1,180,2022-04-28,4
W13902,3,2,1,675,2022-05-02,4
W13905,7,2,2,610,2022-04-28,4
W13971,3,2,1,659,2022-05-01,4
W14002,8,2,2,951,2022-05-06,4
W14031,3,2,4,1959,2022-05-03,4
W14075,34,2,2,1031,2022-05-05,4
W14146,6,2,1,585,2022-05-07,4
W14199,5,2,5,2247,2022-05-10,4
W14225,7,2,6,3296,2022-05-12,4
W14336,3,2,1,60,2022-05-16,4
W14366,5,2,1,267,2022-05-18,4
W14407,8,2,1,291,2022-05-20,4
W14459,5,2,2,904,2022-05-24,4
W14498,4,2,1,244,2022-05-23,4
W14522,8,2,1,1460,2022-05-26,4
W14542,6,2,2,1078,2022-06-07,4
W14667,6,2,1,200,2022-05-31,4
W14715,46,2,1,89,2022-06-08,4
W14759,2,2,2,641,2022-06-21,4
W14807,3,2,1,24,2022-06-06,4
W14810,3,2,1,702,2022-06-06,4
W14820,8,2,2,98,2022-06-23,4
W14827,26,2,1,236,2022-06-08,4
W14854,5,2,2,1244,2022-06-08,4
W14888,5,2,1,403,2022-06-10,4
W14898,3,2,3,1506,2022-06-11,4
W14923,6,2,1,912,2022-06-11,4
W14924,16,2,2,463,2022-06-13,4
W15000,5,2,1,62,2022-06-15,4
W15053,2,2,1,126,2022-06-18,4
W15130,12,2,2,1253,2022-06-28,4
W15134,6,2,3,933,2022-06-27,4
W15140,14,2,3,2463,2022-07-22,4
W15155,5,2,1,472,2022-06-23,4
W15163,4,2,4,736,2022-06-25,5
W15163,4,2,4,1905,2022-06-25,4
W15196,3,2,1,321,2022-06-27,4
W15249,3,2,2,1574,2022-06-27,4
W15262,17,2,1,522,2022-06-27,4
W15342,4,2,3,1945,2022-07-10,4
W15403,3,2,1,252,2022-07-03,4
W15408,6,2,1,60,2022-07-03,4
W15500,4,2,1,576,2022-07-08,5
W15500,4,2,2,463,2022-07-08,4
W15567,4,2,2,825,2022-07-11,4
W15657,8,2,4,988,2022-07-16,4
W15688,3,2,2,402,2022-07-16,4
W15701,35,2,2,1257,2022-07-17,4
W15724,8,2,1,0,2022-07-18,4
W15727,3,2,2,1063,2022-07-18,4
W15748,5,2,2,829,2022-07-19,4
W15791,3,2,1,213,2022-07-21,4
W15792,22,2,2,554,2022-07-21,4
W15797,4,2,3,3158,2022-07-31,4
W15804,5,2,3,1852,2022-07-22,4
W15809,3,2,1,1470,2022-07-22,4
W15832,3,2,2,394,2022-07-23,4
W15853,2,2,1,330,2022-07-24,4
W15917,9,2,6,2544,2023-03-05,5
W15917,9,2,1,159,2023-03-05,1
W15976,6,2,3,2754,2023-01-27,4
W16016,4,2,1,422,2022-07-31,4
W16017,7,2,2,804,2022-08-02,4
W16043,4,2,1,586,2023-04-23,4
W16051,3,2,1,257,2022-08-11,4
W16062,3,2,3,1926,2022-08-03,4
W16112,7,2,1,242,2022-08-06,4
W16137,18,2,3,494,2022-08-07,4
W16150,6,2,2,791,2022-08-07,4
W16150,6,2,2,1463,2022-08-07,1
W16153,4,2,3,273,2022-08-07,4
W16160,8,2,2,663,2022-08-08,4
W16171,6,2,5,1495,2022-08-08,4
W16388,3,2,1,123,2022-08-19,4
W16391,6,2,1,463,2022-08-19,4
W16418,13,2,7,5060,2022-08-20,4
W16468,3,2,1,575,2022-08-23,4
W16521,2,2,3,2347,2022-08-25,4
W16586,2,2,1,346,2022-08-29,4
W16594,13,2,3,1423,2022-08-30,4
W16622,9,2,1,1576,2022-08-31,4
W16702,12,2,2,555,2022-09-07,4
W16702,12,2,3,607,2022-09-10,5
W16710,7,2,1,343,2022-09-05,4
W16746,8,2,3,153,2022-09-07,4
W16771,6,2,1,1028,2022-09-09,4
W16771,6,2,2,2036,2022-09-09,1
W16780,3,2,1,216,2022-09-09,4
W16785,2,2,1,304,2022-09-09,4
W16828,7,2,1,97,2022-09-12,4
W16859,2,2,1,98,2022-09-14,4
W16866,9,2,1,0,2022-09-14,4
W16941,5,2,2,2159,2022-09-23,4
W16959,2,2,1,385,2022-09-20,4
W17005,5,2,2,620,2022-09-24,4
W17045,4,2,2,1299,2022-09-26,4
W17057,3,2,3,553,2022-09-25,4
W17064,5,2,2,563,2022-09-25,4
W17065,7,2,1,794,2023-04-16,4
W17219,10,2,1,338,2022-10-07,4
W17272,2,2,1,32,2022-10-09,4
W17363,2,2,1,231,2022-10-15,4
W17532,3,2,1,189,2022-10-29,4
W17585,4,2,2,1845,2022-11-03,4
W17703,4,2,1,931,2022-11-12,4
W17707,3,2,1,150,2022-11-13,4
W17713,4,2,2,149,2022-11-13,4
W17727,4,2,1,287,2022-11-14,4
W17781,6,2,1,180,2022-11-19,4
W17788,2,2,3,2551,2022-12-11,4
W17805,5,2,2,711,2022-11-20,4
W17841,6,2,2,1429,2023-02-04,4
W17847,5,2,2,934,2023-05-17,4
W17912,10,2,1,101,2022-11-30,4
W17936,11,2,2,815,2023-01-01,4
W17944,5,2,1,223,2022-12-02,4
W17956,11,2,1,668,2022-12-03,4
W17956,11,2,1,354,2022-12-04,1
W17958,7,2,2,331,2022-12-05,4
W17983,9,2,2,941,2022-12-07,4
W17988,6,2,3,1000,2022-12-06,4
W18028,5,2,3,1860,2022-12-09,4
W18032,3,2,1,71,2022-12-09,4
W18041,24,2,1,141,2022-12-10,4
W18059,3,2,1,274,2022-12-10,4
W18066,3,2,1,547,2022-12-11,1
W18066,3,2,2,412,2022-12-11,4
W18144,7,2,6,1363,2022-12-17,4
W18245,4,2,2,2451,2023-01-21,4
W18247,3,2,2,1962,2022-12-25,4
W18309,5,2,2,713,2022-12-29,4
W18317,11,2,6,3165,2023-04-02,4
W18317,11,2,3,298,2023-04-03,5
W18351,16,2,3,763,2022-12-31,5
W18353,4,2,2,294,2022-12-31,4
W18357,3,2,1,136,2023-01-01,4
W18382,9,2,5,1279,2023-01-03,4
W18384,3,2,1,0,2023-03-29,4
W18385,7,2,2,621,2023-01-07,4
W18416,2,2,2,992,2023-01-05,4
W18532,2,2,2,982,2023-01-13,4
W18581,2,2,1,289,2023-01-15,4
W18605,2,2,2,1411,2023-01-17,4
W18622,3,2,1,120,2023-01-18,4
W18643,4,2,4,1350,2023-01-19,4
W18726,4,2,1,589,2023-01-23,4
W18729,5,2,3,2051,2023-02-18,4
W18747,2,2,1,108,2023-01-24,4
W18750,7,2,3,788,2023-01-25,4
W18768,6,2,2,494,2023-01-26,4
W18806,5,2,1,1077,2023-03-30,4
W18827,9,2,1,218,2023-01-31,4
W18843,10,2,1,601,2023-02-02,5
W18843,10,2,4,1016,2023-02-02,4
W18912,7,2,3,1043,2023-02-06,4
W18972,13,2,1,465,2023-02-10,5
W18972,13,2,2,1792,2023-03-28,4
W18979,4,2,1,99,2023-06-02,4
W19033,9,2,1,548,2023-02-13,4
W19080,5,2,2,1683,2023-04-05,4
W19104,3,2,2,1515,2023-02-19,4
W19116,4,2,5,3329,2023-02-18,4
W19148,11,2,5,3440,2023-02-24,4
W19162,12,2,1,1122,2023-03-11,4
W19199,2,2,2,962,2023-02-25,4
W19277,5,2,1,322,2023-03-02,4
W19309,2,2,2,1210,2023-03-04,4
W19324,4,2,1,314,2023-03-05,4
W19397,3,2,2,1812,2023-03-18,4
W19434,9,2,3,2189,2023-03-16,4
W19440,4,2,2,244,2023-03-14,4
W19499,16,2,1,419,2023-03-17,4
W19522,16,2,3,2778,2023-03-19,4
W19524,2,2,2,417,2023-03-19,4
W19542,5,2,2,1034,2023-03-19,4
W19554,6,2,3,1435,2023-03-28,4
W19586,21,2,2,387,2023-03-22,4
W19612,7,2,2,939,2023-03-25,4
W19623,10,2,2,612,2023-03-25,4
W19625,4,2,1,33,2023-03-25,4
W19698,3,2,1,14,2023-03-31,4
W19729,5,2,2,312,2023-04-03,4
W19731,3,2,1,262,2023-04-03,4
W19767,3,2,3,2722,2023-04-06,4
W19779,15,2,2,575,2023-04-07,4
